id,text,context,stance_label,impact_label
train_945,Democracy relies on a principle of equality of all individuals. Felon disenfranchisement violates this.,['Convicted felons in the United States (that is: sentenced of a crime punishable with at least one year in prison or death) should permanently lose their voting rights.'],"['NULL', 'OPPOSE']",IMPACTFUL
train_946,"As practiced today, the electoral college no longer acts as a buffer against violent swings of public opinion.","['The electoral college should be abolished.', 'The electoral college reduces the probability that electoral mechanisms fail.', 'The electoral college protects us from the ""tumult and disorder"" of an election in which the entire nation chooses the president directly.', 'The electoral college protects elections from the capricious and easily swayed nature of public opinion.']","['NULL', 'OPPOSE', 'SUPPORT', 'SUPPORT', 'OPPOSE']",IMPACTFUL
train_947,The health situation for disabled people increased tremendously.,"['Europeans, defined as citizens of what today constitutes the European Union (EU), had a better quality of life in the 1990s, than in the 1890s.', 'Progress and advances in the health sector had a positive impact on the quality of life in the 1990s.', ""The average person's health over his whole lifetime has increased tremendously, due to much improved and accessible healthcare.""]","['NULL', 'OPPOSE', 'SUPPORT', 'SUPPORT']",IMPACTFUL
train_948,Islam shares a history with Judaism and Christianity but is vastly different in doctrinal and theological views.,"['Islam is a threat to Western civilization.', 'Islam is quite similar in doctrine to other Abrahamic religions like Christianity and Judaism. If they do not represent threats to Western civilization then Islam does not either.']","['NULL', 'OPPOSE', 'OPPOSE']",IMPACTFUL
train_949,"Major Meso-American societies – the Aztec, Maya and Inca – are purported to have been helped along by alien visitors, before the Spanish conveniently wiped out their ""superior knowledge"".","['Alien life has existed or does exist.', 'Humans have not discovered any evidence supporting the existence of aliens.', 'There are findings and reports of supporting evidence.', 'There are persistent reports of UFO sightings around the world.', 'Even in the ancient world, eyewitnesses wrote reports about UFO sightings.']","['NULL', 'OPPOSE', 'OPPOSE', 'SUPPORT', 'SUPPORT', 'SUPPORT']",NOT_IMPACTFUL
train_950,"Hard drugs, as a blanket term, is an oversimplification of classification. Many falling under that distinction, like LSD or DMT do not have the long term deleterious effects that other drugs have.","['All drugs should be legalised.', 'Hard drugs such as heroin pose a danger to the life and productivity of the user, but also effect others.']","['NULL', 'OPPOSE', 'OPPOSE']",IMPACTFUL
train_951,"Governments that separate church and state aren't positioned to claim authority to tax churches, regardless of whether churches do social good.",['Churches should lose their automatic tax-exempt status.'],"['NULL', 'OPPOSE']",NOT_IMPACTFUL
train_952,Bannon was eventually fired from his position in the White House.,"['Democrats should not cooperate with Donald Trump’s presidency.', 'Allowing Trump to claim to be a bipartisan President strengthens his political stature.', ""Democrats condemned Republicans for unwarranted obstructionism aimed at hurting Obama's political standing; it would be hypocritical of them to do the same now."", 'This assumes that obstructions faced by Trump are unwarranted, whereas this may not be the case.', 'Cooperating with Trump makes him appear to be just like any other Republican president, something he is not given the themes of xenophobia, sexism, anti-Semitism and Islamophobia prominent in his campaign.', 'Trump ran on a campaign of implicit white nationalism. Cooperating with him sanctions tribalism as a legitimate political strategy, a strategy that is antithetical to liberal pluralist democracy.', ""Steven Bannon, chief executive of Donald Trump's presidential campaign and former chief strategist and senior counsellor in the White House, ran Breitbart news, an organisation he proudly called the 'platform for the alt-right'.""]","['NULL', 'SUPPORT', 'SUPPORT', 'OPPOSE', 'SUPPORT', 'SUPPORT', 'SUPPORT', 'OPPOSE']",NOT_IMPACTFUL
train_953,"Even if reparations are not sufficient to address the problems faced by the Black community, they do play an important role.","['The US should pay reparations for slavery.', 'Financial reparations will do nothing to address the problems facing Black Americans right now.']","['NULL', 'OPPOSE', 'OPPOSE']",IMPACTFUL
train_954,"Currently, obtaining such drugs is risky, restricted and requires work. Even if they're available, making them freely available may increase incidence of rape.","['All drugs should be legalised.', 'Some drugs, barbiturates in particular, are used maliciously as date-rape drugs. Control of these drugs may prevent rapes from occurring.']","['NULL', 'OPPOSE', 'SUPPORT']",NOT_IMPACTFUL
train_955,"Tardigrades (also known as water bears) can survive without water for 120 years, freezing to -272.8 °C, heating to 151 °C, the vacuum of space, pressure six times as great as that felt at the bottom of the deepest ocean and doses of X-ray and gamma radiation that are lethal to other life forms.","['Alien life has existed or does exist.', 'Life can thrive in extreme environments on Earth. Thus, it is highly imaginable that life can exist in extreme environments on other planets or celestial bodies.', 'Findings of so-called extremophiles have allowed scientists to scale back their list of requirements for extraterrestrial life. Liquid water is thought to be the only thing required.']","['NULL', 'OPPOSE', 'SUPPORT', 'SUPPORT']",IMPACTFUL
train_956,"China has traditionally seen aid as a policy instrument to cement political friendships and facilitate China’s political agenda at multilateral forums. Even if there are no explicit conditions attached, China expects some political favours in return.","['Democracies should only provide official development assistance (ODA) to democratic countries.', 'By making development assistance conditional on democratization, donor states run the risk of losing out on a potential source of influence over recipient states to protect important strategic interests.', 'Pushing developing countries towards taking unconditional assistance from other, likely authoritarian countries makes democratization less likely in the long run.', 'China is often cast as the most prominent example of an authoritarian country providing aid as an alternative to aid from democracies. However, the aid China offers is not unconditional, it just has a different emphasis and still makes demands of authoritarian regimes. It is unclear why these demands would be more appealing to developing countries than the ones made by democracies.']","['NULL', 'OPPOSE', 'SUPPORT', 'OPPOSE', 'SUPPORT']",MEDIUM_IMPACT
train_957,Aliens could use the same reasoning against humans.,"['Fundamental rights should be extended to General AI.', ""Fundamental rights shouldn't apply to non-human beings.""]","['NULL', 'OPPOSE', 'OPPOSE']",IMPACTFUL
train_958,"Findings from Scotland indicate that coercive behavior towards women in general is increasing as rates of sex work increase (Farley, p. 15).","['Buying and selling sex should be legal for sex workers and their clients.', 'Legalising sex work will undermine the pursuit of gender equality.', 'The values and practices of the sex industry sexualize public and private space, creating an environment that becomes more masculine, intimidating and alienating for women.', 'Men who engage the services of sex workers become more disrespectful towards women (EP, p. 15).']","['NULL', 'OPPOSE', 'SUPPORT', 'SUPPORT', 'SUPPORT']",IMPACTFUL
train_959,The display of force helped the U.S. position itself for the approaching Cold War.,"['The U.S. had to use nuclear weapons to achieve its goal of Japan unconditionally surrendering.', 'The bombing was a diplomatic tactic in negotiating with the Soviets and had little implication for Japan.']","['NULL', 'OPPOSE', 'SUPPORT']",IMPACTFUL
train_960,The same qualitative jump for Europeans was made by the widesprad use of railways at the end of the 19th century. People become easily used to new conveniences. For the individual's feeling not much has changed.,"['Europeans, defined as citizens of what today constitutes the European Union (EU), had a better quality of life in the 1990s, than in the 1890s.', ""Legal and political developments brought significant improvements of Europeans' quality of life."", 'Institutions were created that improved through their actions the quality of life for Europeans.', 'The development of the EU which started in the middle of the 20th century brought many benefits for Europeans which improved their quality of life.', 'Economic standards in Europe in the 20th century rose not because of national competition but because of integration.', 'The EU\'s internal market guarantees the ""four freedoms"": the free movements of goods, services, capital and people between the member states.', 'The Schengen and Maastricht Treaties led to a freedom in terms of traveling, trade and transport, which was never seen before in continental Europe.', 'The integration of Europe in 1890 was comparable to the one in 1990 in terms of trade, travelling and transport.', 'In the 1890s there was no commercial jet transportation.', 'After World War II the era of commercial jet transportation began and made traveling more convenient.']","['NULL', 'SUPPORT', 'SUPPORT', 'SUPPORT', 'OPPOSE', 'SUPPORT', 'SUPPORT', 'OPPOSE', 'OPPOSE', 'SUPPORT', 'OPPOSE']",NOT_IMPACTFUL
train_961,Having more political parties may produce a higher voter turnout.,['The United States political systems should have more than two major political parties.'],"['NULL', 'SUPPORT']",IMPACTFUL
train_962,"Given that God rewarded Job in the end, the wager means that everyone else going forward will tie their faith to reward.",['God Should Not Have Tested Job.'],"['NULL', 'SUPPORT']",IMPACTFUL
train_963,Under the current AUMF (passed in 2001 after 9/11) the US has the legal obligation to take any and all actions against any possible current or future terrorist threat. As Assad maintains relations with terrorist entities in the region this would be covered under the document and further the War Powers Resolution reaffirmed by the AUMF.Authorization for Use of Military Force,['The United States should invade Syria and remove Bashar al-Assad from power.'],"['NULL', 'SUPPORT']",NOT_IMPACTFUL
train_964,Prejudice against Muslims and religious-based division may occur as a result of the ban.,['A ban on the Burqa and Niqab should be introduced in the United Kingdom.'],"['NULL', 'OPPOSE']",IMPACTFUL
train_965,The players should avoid the National Anthem entirely.,['NFL players should be forced to stand during the National Anthem.'],"['NULL', 'OPPOSE']",NOT_IMPACTFUL
train_966,"Children may fail at life or end up unhappy because of other factors than how their parents raised them. This can make parents who do everything they can to raise their kids right, feel miserable and inadequate if their children are unhappy.","['A license should be required in order to have a child (procreate).', 'A parenting license system will lead to better childcare and parenting.', 'A parenting license will not necessarily lead to better parenting, much like having a driving license does not make you a better driver than someone without a license.', 'The existence of a license which sets broad standards of what makes a good parent might make parents complacent and content with only seeking to meet the minimum requirements of being an adequate parent according to the test.', ""Without external parenting standards, parents are driven by metrics such as their child's happiness, success, piety etc., which provides an incentive to keep providing the child with what they deem is best for them.""]","['NULL', 'SUPPORT', 'OPPOSE', 'SUPPORT', 'SUPPORT', 'OPPOSE']",NOT_IMPACTFUL
train_967,This characteristic refers to the prophecy of Azor Ahai. It is by no means clear that Azor Ahai is the same as the Prince that was Promised.,"['Daenerys Targaryen is the Prince/Princess that was Promised', 'The prophecy mentions that the Prince would be born ""when the red star bleeds and the darkness gathers"".', 'The prophecy states that Azor Ahai will only be reborn after the end of a ""long summer"" and when ""an evil, cold darkness descends upon the world"". At the time of Daenerys\' birth/rebirth neither had come to pass.']","['NULL', 'SUPPORT', 'OPPOSE', 'OPPOSE']",NOT_IMPACTFUL
train_968,Venusian cloud cities would be more aesthetically pleasing than Martian domes.,"['We should colonize Venus before Mars.', 'There are many benefits associated with colonizing the Venusian atmosphere.']","['NULL', 'SUPPORT', 'SUPPORT']",NOT_IMPACTFUL
train_969,Many partners engage in affairs because they are sexually unsatisfied.,"['In an exclusive relationship, should you reveal a one-night stand to your partner?', 'Revealing it enhances the long-term stability of a relationship.', 'Confessions of infidelity can lead to a better relationship by forcing examination and discussion, for example about sexual satisfaction.', 'Many relationships are already strong and healthy even if one partner had a spontaneous one-night stand.', 'Various studies\xa0indicate that common reasons for infidelity are feelings of dissatisfaction and neglect in the relationship, more so than sexual desire or the excitement of risk.']","['NULL', 'SUPPORT', 'SUPPORT', 'OPPOSE', 'OPPOSE', 'SUPPORT']",MEDIUM_IMPACT
train_970,"Gender-based nipple restrictions are discriminatory towards transgender women, who are held to a different standard since society cannot seem to figure out at what point breasts become ""unlawfully erogenous"".","['Gender restrictions on nipple showing in the US should be eliminated.', 'It is discriminatory to restrict women and not men.']","['NULL', 'SUPPORT', 'SUPPORT']",IMPACTFUL
train_971,"The tightening of border controls, which would be necessary after a hard Brexit, will increase support for the succession of Northern Ireland.","['The UK should remain in the EU if a hard Brexit is the only alternative option.', 'A hard Brexit threatens the constitutional set-up of the United Kingdom and its associated territories, more so than overturning the referendum result and staying in the EU.', 'A hard Brexit would throw into disarray the constitutional arrangement between the Republic of Ireland and Northern Ireland, which represents a serious threat to the peace of the citizens of Northern Ireland.', 'A hard Brexit could lead to a secession of Northern Ireland to rejoin the Republic of Ireland and the European Union.']","['NULL', 'SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT']",IMPACTFUL
train_972,"Around 900,000 UK citizens are long-term residents of other EU countries (ONS, 2010 2011).","['The UK should remain in the EU if a hard Brexit is the only alternative option.', 'A hard Brexit will remove our current right to freedom of movement in Europe, restricting options for work, travel, and education.', ""Brits don't particularly want to work in the EU. None of the top 3 countries that Brits emigrate to are in the EU (Australia, US, Canada are top 3), with the fourth - Spain - mainly for retirement and not work.  More than 3 times as many Brits have emigrated to New Zealand than Germany, despite Germany being much closer and much bigger.""]","['NULL', 'SUPPORT', 'OPPOSE', 'OPPOSE']",IMPACTFUL
train_973,A bait is a successful tactic to identify anonymous users and thus justified.,"['The FBI did the right thing by keeping the pedophile site Playpen online, after hacking it.', 'By keeping it online the FBI increased the availability of child pornography in the internet.', 'Because it is very difficult to identify child pornography offenders these measures were necessary.']","['NULL', 'OPPOSE', 'OPPOSE', 'SUPPORT']",IMPACTFUL
train_974,"It would significantly discourage unpopular measures that are necessary for objective reasons, e.g. budget adjustment in a deficit scenario.","['Liquid Democracy would be a better mechanism of governance than current representative democracy.', 'Liquid Democracy enables a majority to make decisions which benefit themselves, at the expense of minorities or greater society.']","['NULL', 'OPPOSE', 'SUPPORT']",IMPACTFUL
train_975,"The South African Truth and Reconciliation Comission was able to contribute to the healing of emotional wounds by acknowledgement rather than reparations (Gunter-Hault, p. x).","['The US should pay reparations for slavery.', 'Reparations would benefit segments of society disadvantaged by the legacy of slavery.', 'Reparations would improve the societal standing of the Black community in the US.', 'Regardless of how they affect the societal standing of Black Americans, reparations will not stop the very real consequences of slavery from being constantly felt by the Black community.', 'Reparations would help to close the emotional racial divide in the US.', 'Reparations do not heal wounds. Rather, the acknowledgement of guilt and a plea for forgiveness does.']","['NULL', 'SUPPORT', 'SUPPORT', 'OPPOSE', 'OPPOSE', 'OPPOSE', 'SUPPORT']",MEDIUM_IMPACT
train_976,"The cost of providing a UBI will mean other welfare programs will have to be cut, and those who need more support will not get it.","['Governments should provide a universal basic income.', 'Introducing a UBI will likely mean cutting other welfare programs that are important for people in the most need.']","['NULL', 'OPPOSE', 'SUPPORT']",NOT_IMPACTFUL
train_977,"Religion exists in a multitude of forms across the planet, many without formal structures. The revelations across the globe surrounding abuse of power within formal religion organisations suggests an erosion of fiscal surety could benefit both worshippers and religions by decentralising power and returning faith to an exclusively spiritual practice, unconcerned with fundraising, capital accumulation and the resulting power these bring.","['Churches should lose their automatic tax-exempt status.', 'The loss of existing tax exemptions will place a substantial financial burden on religious organisations.']","['NULL', 'OPPOSE', 'OPPOSE']",IMPACTFUL
train_978,"As such models, universities should promote pluralism and inclusion. As gatekeepers, they can actively set and enforce the norms of proper civil discourse that all speakers need to abide to, without being excluded.","['Social justice movements should abandon the use of no-platforming at universities', 'Universities should function as models for civic and civil discourse. Ideas which fall outside of the norms of proper civil discourse should be excluded from it.']","['NULL', 'OPPOSE', 'OPPOSE']",MEDIUM_IMPACT
train_979,Republicans have threatened to cut social welfare programs such as Medicare. Democrats should be willing to work with Trump to stop this.,"['Democrats should not cooperate with Donald Trump’s presidency.', 'Refusing to cooperate with or obstructing the other party when they are in government violates democratic norms and principles.', 'Blanket obstructionist politics are justified if the minority feels the majority or the executive has been elected on a wholly objectionable platform.', 'American politics is sufficiently polarised that the loser in any election will likely feel that the winner has been elected on an objectionable platform. Acceptance of this principle would entail that parties are never obligated to cooperate with each other.', 'Cooperating with Trump normalises his Presidency and everything he stands for, something which Democrats should be opposed to.', 'Democrats must cooperate with Trump in order to forward their legislative agenda, an agenda that stands in opposition to the ideals Trump espouses.', 'Any legislation which Trump supports will always be in line with his own ideals.', ""Trump's ideals and values are relatively malleable- he might change his mind and support policies which are typically more in line with Democratic thinking."", 'It is possible for Democrats to obtain concessions from Trump on certain matters that are important to them.']","['NULL', 'OPPOSE', 'OPPOSE', 'OPPOSE', 'OPPOSE', 'OPPOSE', 'OPPOSE', 'OPPOSE', 'OPPOSE', 'SUPPORT']",MEDIUM_IMPACT
train_980,In New Hampshire only 53% of the state legislators have a college-degree.,"['Democracies should not use referendums for policy decisions.', 'The average citizen, unlike a professional politician, is not able to make well-grounded decisions about complex political subject matters.', 'Voters are chronically misinformed.', ""There is little reason to assume that politicians' opinions are necessarily more informed than those of average voters."", 'Politicians neither pass a special education nor is there a minimal education requirement e.g. in the USA.']","['NULL', 'SUPPORT', 'SUPPORT', 'OPPOSE', 'SUPPORT', 'SUPPORT']",NOT_IMPACTFUL
train_981,"In laboratories, animals are tortured and die as a result of chemical testing.","['Traditional bullfighting - the practice of fighting with bulls that includes physically injuring them (for example, Spanish bullfighting in a ring or bull-running)- should be banned.', 'Bullfighting is cruel.', 'There are other animal practices that are equally or more cruel than bullfighting but legal.']","['NULL', 'SUPPORT', 'OPPOSE', 'SUPPORT']",NOT_IMPACTFUL
train_982,Legally determining what constitutes spectacularization of violence is a slippery slope that has the potential to impede on the freedom of speech and expression.,"['Traditional bullfighting - the practice of fighting with bulls that includes physically injuring them (for example, Spanish bullfighting in a ring or bull-running)- should be banned.', 'Bullfighting is cruel.', 'In bullfighting torture is spectacularized, which adds to the cruelty.']","['NULL', 'SUPPORT', 'SUPPORT', 'OPPOSE']",NOT_IMPACTFUL
train_983,"There shouldn't be a second vote because whatever the outcome, a second vote will legitimize the fact that the government is ignoring the result of the first vote.",['Voters in the UK should have a final vote on the Brexit deal.'],"['NULL', 'OPPOSE']",NOT_IMPACTFUL
train_984,"Legal reasons aside, commercial interests compel Twitter and Facebook to comply with local laws since they would like to continue operating globally.","['Facebook and Twitter should remove accounts of terrorist organisations, such as ISIS, from their sites.', 'Facebook and Twitter should not take political positions.', 'Taking political positions is against their business model.']","['NULL', 'OPPOSE', 'SUPPORT', 'OPPOSE']",IMPACTFUL
train_985,Not all forms of nationalism need war as a source of creation.,"['Europeans, defined as citizens of what today constitutes the European Union (EU), had a better quality of life in the 1990s, than in the 1890s.', ""Legal and political developments brought significant improvements of Europeans' quality of life."", 'Institutions were created that improved through their actions the quality of life for Europeans.', 'The development of the EU which started in the middle of the 20th century brought many benefits for Europeans which improved their quality of life.', 'The creation of the EU reduced the importance of the nation state which is important for many Europeans.', 'The idea of the nation is separating people and supporting prejudices and therefore should be overcome.', 'Nation building results in war and should be overcome.']","['NULL', 'SUPPORT', 'SUPPORT', 'SUPPORT', 'OPPOSE', 'OPPOSE', 'SUPPORT', 'OPPOSE']",MEDIUM_IMPACT
train_986,V. Garth Norman has measured and found the Royal Babylonian Cubit on a Mayan Temple.,"['The Book of Mormon is authentic.', 'The archaeological evidence weighs soundly against the Book of Mormon being a historical record.', 'Archaeological finds in the Americas have parallels in the Old World, thus giving evidence of the Book of Mormon narrative.']","['NULL', 'OPPOSE', 'OPPOSE', 'SUPPORT']",IMPACTFUL
train_987,"Whether it is healthy or not doesn't affect the ethics of it. It only affects the health of the individual who eats that meat, but doesn't affect the others in the society.","['Human cannibalism is ethically permissible.', 'Eating human meat is unhealthy.']","['NULL', 'OPPOSE', 'OPPOSE']",IMPACTFUL
train_988,"There are other technologies which are likely to have a much bigger impact, such as artificial intelligence, virtual/augmented reality, brain-computer interfaces, autonomous vehicles, etc.","[""Cryptocurrencies and blockchain technologies are the next 'industrial revolution'.""]","['NULL', 'OPPOSE']",IMPACTFUL
train_989,There are preferable alternatives to animal testing that are more accurate and more humane.,"['Animal testing should be banned.', 'Animal testing is an effective method of testing products.']","['NULL', 'OPPOSE', 'OPPOSE']",IMPACTFUL
train_990,"The middle third, with its nearly pointless Canto Bight subplot, is a drag.","['""The Last Jedi"" is one of the weakest Star Wars movies so far.', 'The movie is fast-paced, unpredictable and delightful to watch.']","['NULL', 'OPPOSE', 'OPPOSE']",IMPACTFUL
train_991,The frequent presence of deep and intractable disagreement about morality indicates that no objective moral truths exist.,['Morality is objective.'],"['NULL', 'OPPOSE']",IMPACTFUL
train_992,Coffee imports into the US increased drastically since the 1890s. The same trend can be expected for Europe given their parallel economic development and technological progress.,"['Europeans, defined as citizens of what today constitutes the European Union (EU), had a better quality of life in the 1990s, than in the 1890s.', 'The society in the 1990s was more considerate and civilized than in the 1890s and thus better to live in. Citizens enjoyed better legal protection, were nicer towards each other and were taken care of in case of need.', 'In the 1990s mass produced goods were a standard in most European countries, which led to a reckless consumer society that is inhumane towards others.', 'In the 1990s it was possible to produce luxury goods in an industrial fashion, which led to an increasing amount of pretentiousness amongst Europeans.', 'Luxury goods are not a sign of pretentiousness.', 'As economically considered ""luxury goods"" are a contrast to ""necessity goods"", they are a sign of pretentiousness.', 'People in the 1890s bought lots of things that were no necessity goods too, eg clothing, coffee, chocolate or furniture. Therefore they were not less decadent than people in the 1990s.', 'Europeans in 1890 consumed much less coffee than those in 1990.']","['NULL', 'SUPPORT', 'OPPOSE', 'SUPPORT', 'OPPOSE', 'OPPOSE', 'OPPOSE', 'OPPOSE', 'SUPPORT']",IMPACTFUL
train_993,"Education should be mandatory, but the construct of any one ""school"" setting should not be.",['School should be mandatory.'],"['NULL', 'OPPOSE']",IMPACTFUL
train_994,"As the US can defend itself against individual nuclear missiles from North Korea, it has no reason to oppose a North Korean nuclear state.","['The US should not try to force North Korea to abandon its nuclear program.', 'If the US stops trying to prevent a nuclear North Korea, it runs the risk of being blackmailed by North Korea.']","['NULL', 'OPPOSE', 'OPPOSE']",NOT_IMPACTFUL
train_995,The UN's cost is too high for it's output.,['The UN is a good thing'],"['NULL', 'OPPOSE']",IMPACTFUL
train_996,The relevance of computers to everyday life is constantly rising.,['Computer Science is a failing discipline.'],"['NULL', 'OPPOSE']",IMPACTFUL
train_997,The details of the UK leaving the EU are too technically complex for the general public to make an informed decision about.,"['A further referendum should be held on Brexit', 'In the previous vote the details of what Brexit means were unclear.']","['NULL', 'SUPPORT', 'OPPOSE']",NOT_IMPACTFUL
train_998,Reliance on technology to produce animals will reduce government funding of livestock farmers.,['Cloning animals is ethical'],"['NULL', 'OPPOSE']",NOT_IMPACTFUL
train_999,"Creating a database that compares terrorist posts and automatically deletes them, as is done with child porn, is a simple and cost-effective method to handle terrorist content.","['Facebook and Twitter should remove accounts of terrorist organisations, such as ISIS, from their sites.', ""Limiting terrorists' activities online limits basic rights on the internet."", 'Facebook and Twitter are legally obliged to delete accounts affiliated with terrorism.', 'Requiring them to delete all accounts affiliated with terrorist organisations places an undue burden on Facebook and Twitter.']","['NULL', 'OPPOSE', 'OPPOSE', 'OPPOSE', 'OPPOSE']",IMPACTFUL
train_1000,Brave browser offers an alternative that blocks ads and trackers but allows micropayments or cryptocurrency contributions to websites that the user visits most frequently.,"['It is unethical to use ad-blockers.', 'There are analogous practices on all other forms of media that are not considered unethical. Ad blocking is no different.', 'Using ad-blockers while accessing online content could be seen as analogous to downloading music or TV shows without paying for them, which is viewed as highly unethical.', 'Both of these practices prevent publishers and/or artists from monetizing the work that they have created.', 'Running ad-blockers is equivalent to freeloading off of media publications because it blocks their revenue stream.', 'Ads are a business model. An efficient business model is based on the assumption that the audience will not change its behaviour, unless there is something to gain. Blaming ad-blockers as ""unethical"" has the potential to cover up the real reasons as to why ad-based businesses are not always successful.', 'Many internet businesses would still be successful without ads, by charging premiums instead. The point is that forcing them towards these tactics by freeloading is undesirable, since premiums restrict the access of many people to content.', ""It is actually ethical to restrict the access of many people to content which carries ads. Because ads may get them to purchase things they probably don't need."", 'Advertising is psychologically damaging. Given this, it is perfectly moral to take whatever steps are necessary  to minimise its impact.', 'This is an argument against advertising in general, it is not specifically related to the use of ad blockers. The use of ad blockers may be unethical despite advertising being psychologically damaging.', 'There are means of avoiding ads online that are ethical.', 'There are no options available that are as comprehensive as ad-blockers.']","['NULL', 'OPPOSE', 'OPPOSE', 'SUPPORT', 'SUPPORT', 'OPPOSE', 'OPPOSE', 'OPPOSE', 'SUPPORT', 'OPPOSE', 'SUPPORT', 'OPPOSE', 'OPPOSE']",MEDIUM_IMPACT
train_1001,"By the time a boy is old enough to know whether these methods are effective for him, he will also be old enough to decide whether or not circumcision is the best option himself.","['Infant circumcision should be banned', 'Circumcision violates body autonomy.', 'Unlike an adult, a small child cannot understand the implications of circumcision, and is therefore incapable of consenting to the procedure.', 'Forcing someone to ingest vegetables violates bodily autonomy as it forces someone to do something that affects their body without consent. Yet parents are able to do this all the time due to the health benefits associated with eating vegetables; the same is true of circumcision.', 'There are positive medical benefits to circumcision.', 'The supposed benefits of circumcision can usually be achieved non-surgically through education, good personal hygiene and the use of condoms.']","['NULL', 'SUPPORT', 'SUPPORT', 'OPPOSE', 'SUPPORT', 'OPPOSE', 'SUPPORT']",IMPACTFUL
train_1002,"While Brave boasts faster browsing than Chrome and Safari, it tends to lag when opening 5 or more tabs. This makes Brave a less viable alternative for many users.","['It is unethical to use ad-blockers.', 'Advertising is psychologically damaging. Given this, it is perfectly moral to take whatever steps are necessary  to minimise its impact.', 'This is an argument against advertising in general, it is not specifically related to the use of ad blockers. The use of ad blockers may be unethical despite advertising being psychologically damaging.', 'There are means of avoiding ads online that are ethical.', 'There are no options available that are as comprehensive as ad-blockers.', 'Brave browser offers an alternative that blocks ads and trackers but allows micropayments or cryptocurrency contributions to websites that the user visits most frequently.']","['NULL', 'SUPPORT', 'OPPOSE', 'SUPPORT', 'OPPOSE', 'OPPOSE', 'OPPOSE']",MEDIUM_IMPACT
train_1003,There are possible solutions that would allow us live sustainably without the consequences of the high population level.,['Global overpopulation is a myth.'],"['NULL', 'SUPPORT']",IMPACTFUL
train_1004,"The law is blind, i.e. disregards ethnicity, race, religion, sex, or social background in its sentences.","['Capital punishment should be abolished in the United States.', 'The death penalty is often applied in an arbitrary (discriminatory; inconsistent) manner.', 'Inadequate legal representation is a factor leading to wrongful conviction, this affects mostly uneducated and poor people.']","['NULL', 'SUPPORT', 'SUPPORT', 'OPPOSE']",NOT_IMPACTFUL
train_1005,"A second referendum is a thinly-veiled attempt to thwart ""the will of the people"" as expressed in the first referendum.","['Voters in the UK should have a final vote on the Brexit deal.', 'To give the public a vote and overrule it would be a failure of democracy.']","['NULL', 'OPPOSE', 'SUPPORT']",NOT_IMPACTFUL
train_1006,The perception of gender roles as something fixed comes from an erroneous ethnocentric vision of Western societies.,"['Gender (the concept of masculinity and femininity) is a social construct.', 'Most cultures divide labor between men and women, thus at least some aspects of gender are universally shared and not socially constructed.', 'The majority of people may divide labor along gender lines, but by no means all societies do.']","['NULL', 'OPPOSE', 'OPPOSE', 'SUPPORT']",MEDIUM_IMPACT
train_1007,It was only in the wake of WWII that modern prosthesis allowed for a return to normal life for amputees.,"['Europeans, defined as citizens of what today constitutes the European Union (EU), had a better quality of life in the 1990s, than in the 1890s.', 'The world for Europeans was safer in the 1890s than it was in the 1990s.', 'Progress and advances in the health sector had a positive impact on the quality of life in the 1990s.', ""The average person's health over his whole lifetime has increased tremendously, due to much improved and accessible healthcare."", 'The health situation for disabled people increased tremendously.']","['NULL', 'OPPOSE', 'OPPOSE', 'SUPPORT', 'SUPPORT', 'SUPPORT']",IMPACTFUL
train_1008,"The Atmosphere in Old Trafford, also known as the ""Theatre of Dreams"" is legendary.","['The Premier League (PL) is better than the Bundesliga (BL).', 'The BL is more fan-friendly, attracts a bigger live audience and has a better stadium atmosphere.', 'The PL has more stadiums that are famous for their atmosphere than the BL.']","['NULL', 'OPPOSE', 'OPPOSE', 'SUPPORT']",MEDIUM_IMPACT
train_1009,"While medical marijuana is legal in one member state, people with the need for medical marijuana in another state are not being treated equally as people in legal states.",['The EU should legalize marijuana for medical and recreational use.'],"['NULL', 'SUPPORT']",IMPACTFUL
train_1010,"Many genes have more than one function, and where this is not understood prior to such engineering, this technology risks spreading unexpected genetic disorders.","['Parents should genetically enhance their babies once the procedures have been approved by the corresponding regulatory bodies.', 'Genetic enhancements would improve human health.', 'Genetic modifications can make people more resistant to illnesses in later life.', 'Genetic enhancements can have negative consequences in the long run that are impossible to predict, potentially heritable to children and are not reversible even though practiced for decades.', 'By making certain genes significantly more common in the gene pool, this process may ultimately increase the prevalence of rare diseases with unknown genetic causes.']","['NULL', 'SUPPORT', 'SUPPORT', 'OPPOSE', 'OPPOSE', 'SUPPORT']",IMPACTFUL
train_1011,The ultimate goal of most punishments is to better the felon and to reintegrate them into society. Taking away the right to vote achieves the opposite by disenfranchising and alienating them from the rest of American society.,['Convicted felons in the United States (that is: sentenced of a crime punishable with at least one year in prison or death) should permanently lose their voting rights.'],"['NULL', 'OPPOSE']",IMPACTFUL
